一级评论;实际爬取到的二级评论内容;单条评论情绪值;一级评论平均情绪值
AI写出来的，给AI看，凑DAU，AI刷流量，卖给AI投放;闭环了;0.14612565721681858
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;回复愚者的送葬ok星星眼谢谢;-0.6332286915108649
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;想屁吃，版权全归网站，作者就是个臭码字的doge;-0.896338937749305
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;回复蚁你太美ai作品没有版权，也不归起点，我感觉就是给小说引个流，像日本轻小说漫改那样，核心还是卖作品，感觉近三年还不太容易实现;0.7137390464743811
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;该死，我不得不去赞美你的建议，我想咒骂你，因为这么好的想法，你应该和我独享，然后让自己忘记这一切，让我自己独享dogedoge;0.999625187315579
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;我看的有个刺猬猫作者已经开始用AI生成人设图了。;0.6048181131781449
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;导演？;0.4399999999999995
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;回复愚者的送葬对，试过用gpt4写作和润色，水平还是挺差的，可能这方面它还不擅长。;-0.9366081237488995
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;回复水滴鱼人这和写小说是两码事啊，这个是设计美术方面的，AI在这方面很强。;0.969887992408285
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;回复神光棒里的X光兄弟我就是说美术啊，我觉得楼主说的很对，而且已经有人开始往这个方向走了。我见过最近网文作者用AI生成插图，每次出个新角色都会AI给上张人设图。;0.9404083926464
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;回复水滴鱼人抱歉，我弄错了笑哭;-0.8579023905214391
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;回复愚者的送葬还记得松鼠鳜鱼吗;0.5510910562315849
我还挺看好网文的，ai就是让人用自然语言都可以跟机器交流，那网文以后就可能会出现这些模式。作者可能有三种创作模式，一种是现在的传统模式，只埋头写作，不搞作品衍生，角色图都不搞，这种应该大多存在于扑街，反正作品混个饭吃，ai角色设定图剧情ai视频也没人稀罕，毕竟没人气。一种是不仅写作，然后还兼ai作图，ai语音，ai建模，ai动画，因为未来ai够牛逼，所以兼顾这些也并不怎么费劲，时不时闲暇时搞个打斗部分的视频，上架前搞个像电影预告的ai视频来营造期待，这种累了点，但如果够上心，说不定作者本身天赋水平卡在一个尴尬的位置，上不去无法证道，但又有点粉丝基础，自己搞衍生创作反而能大火起来，适合中层作者，甚至可能出现人比书火的局面。最后一种是大佬全心埋头写，衍生交给固定的专业提示词团队，直接轻轻松松搞动画周更、甚至日更，甚至搞个人电影，依次扩大影响。像起点这种读者参与度高的，大佬可以发动读者，集体创作ai角色图和模型，然后票选点赞最高的设定锚定形象后再进行创作，让他们自己使用ai一键生成故事情节，去讨论，维持热度。未来的网文作者可以尝试通才，熟练运用各种ai软件自动生成内容，描绘出自己心中的世界。那时候，网文作者这个职业的定义可能不仅仅局限于写作，ai让创作生产变得超低门槛，而网文根本不怎么受影响，用自然语言写出的文字能轻而易举的实现可视，可听，甚至可触摸;回复I洛小雨I人把大纲写好、出场角色、关键事件、开篇和结局等类似骨架的部分做好，血肉皮毛部分交给AI高效填充，这样就能快速产出快餐文了。甚至还可以展望部分文笔好的作者会把训练自己风格的AI，类似AI画画时用的模型，这种模型可以出售，以至于网文作者中出现上下游产业链。。有人负责大纲有人负责AI写作风格，有人负责角色立绘和场景设定，有人负责动画有人负责配乐。;0.9999999996290416
-------;--------;--------;0.3049311232152751
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;这玩意智商都比得了赚钱的作者了，智商不得120而且有独立人格哦，那人类基本不用玩了，等这天网统治地球吧吃瓜doge;0.9119913543270712
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复黑冰科技录屏组长主要是一部分水平太低了，番茄很大一部分狗屁不通的还能赚钱我真想不明白;-0.22267281823252327
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;呃呃呃，ai写文本身就是把各种格式化的元素切割再拼凑出来，只要把所有高质量网文甚至是文学的内容让ai学习过来，完全可以按照作者向ai提出需要的元素，然后ai直接拼凑出来，实际上ai根本不懂什么文学创作，只不过是按着作者的指令拼凑出来的笑哭;0.6228228581974411
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;好像已经有gpt40拿到第一个月全勤了;-0.43285586632131046
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复狸猫越墙那种根本不是AI写的，噱头罢了，工作室早就用ai弄大纲了，让后一堆人研究细纲，枪手出章，这些做数据库来弄小说，跟ai没屁关系，;0.18022788376062593
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复狸猫越墙说实话就是花钱招章纲手比ai快多了，一天一本书的章纲，一天下来十几万字细纲就出来了;-0.9367609513621489
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复黑冰科技录屏组长用过了写小短篇还可以一旦写长一点，你就会见识到什么叫疯狂吃书。甚至一大堆的设定冲突，然后到看都不能看的地步笑哭;0.9404351728128941
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复4番de失恋村村长文学创作，重点在于创作。Ai目前最大的硬伤，就是没有创造力。拿我大学时期的课题举例，我们教授在弄垃圾智能分类。你要告诉ai，什么是干垃圾，什么是湿垃圾，然后让它去搜集数据，优化算法，但只要碰到干湿混合垃圾，ai就懵了。因为在它的定义里，干垃圾就是干垃圾，湿垃圾就是湿垃圾，根本没有干湿混合这个概念，它可能就觉得这根本不是垃圾。但人类碰到干湿混合的垃圾，就会单独创造出一个分类来归纳，但ai必须要你输入程序告诉它。简而言之，它没有主观能动性。文学是很需要创造力，和最能代表人类主观能动性的艺术。Ai目前的创作，就是把其他书的段落截取下来，然后进行拼凑，换句话说就是抄其他人现成的，和ai绘画一样。但比起绘画，文学更加直观，好不好看就完了。但ai无法理解什么书是好看的，它只能套自己数据里的模板。Ai现在缺的不是从1到100，而是从0到1，这个1就是创造力。所以我说，哪天能写小说了，真该考虑智械危机了笑哭;0.48189895850720466
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复俺好饿鸭其实你完全可以一小段一小段的给ai，让ai写，比如，把2000字的内容拆成五个400字，这样ai的压力就小了很多，而人的压力也会变小，这样其实你完全不用担心ai没有创造力，你有创造力就行;0.9991379183893105
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复4番de失恋村村长工作室有这种软件，输入一句出来一段，比较适合流水线产出，软件租金不便宜的，个人用的话，可能要倒贴钱;-0.9752284754417802
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;智械危机。。。守望先锋：“这个世界需要更多英雄”铁拳：“人类清洗计划”;0.9999460027029796
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复猫毛大魔王毁天灭地doge;-0.9909502827271879
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;ai现在的问题在于没法在大长篇中做到流畅自洽，情节展不开。现在用来模拟大纲还可以，详写还是需要人来做;0.9966394674613475
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;没必要达到文学创作的地步，只要AI能够根据固有的思维导图，将故事写出来就可以，现在的网文，很大程度上都是千篇一律的，没有新意的，只要小说扒的好，扒的完善，AI只要进行故事填充就好了，就像同人文，都市文，算上玄幻修仙，都已经有了固定的模版，这玩意就像论文，查重率而已，又不是搞研究，只要不花钱的，读者是不在乎的，不会真有人拿小说当阅读理解做吧。而且，实在不行，AI写完，再由编辑阅稿，稍作修改就可以，改总比写要快，一天改个几十万完全可以，两周一本小说，一年几十本，走量呗。不过这需要建立一个庞大的故事库，大数据时代，应该挺简单的吧。总的来说，就像小学作文，不会编，抄还不会没。;0.9999990383532844
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复小小葵师不懂球人脑都缝不明白，你指望没有情绪共鸣的机器去缝也是没谁了。围棋能算出来，因为围棋本来就是比拼算力。小说要的是情绪共鸣，没有情绪共鸣你怎么知道往上缝什么？别把其他人人想的那么蠢，你说的如果能做到，工作室早就淘汰枪手了。;0.9918515973371866
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复俺好饿鸭网文这东西，只要写出来，就有人看，没人看就是数量太少，当垃圾的数量占到一定份额，便可以拉低网文的平均线，外卖都有人吃，毫无逻辑的快餐AI网文就没人看？市场决定需求，资本决定上限，让网文铺满垃圾就好了，你不会觉得这些小说平台一定不会这么做吧，资本的谈判桌上从来没有劳动力，白金作家是小说平台最讨厌的人，一群臭要饭的，还想谈条件，现在平台只是没办法而已，白金作家才有的地位，一旦AI小说的软件成熟，就会迅速取代白金小说作家，不同的大厨炒的菜味道不同，都很美味，但可能炒坏，放到网文里，这种可能性更大，但是屎永远都是臭的，永远稳定，稳定更符合资本市场运作，当满世界都是屎的时候，就不是想不想吃的问题了，是一定会吃。共情？谁在乎，只有你在乎，麻木才是主旋律，免费的才是最受欢迎的，流量会摧垮一切小圈子，就像抖音一样，拉低所有视频类平台的下限，以后我们只是垃圾的搬运工。优秀的作品会被人所追捧，这改变不了，但是资本可以让它消失。;0.9842755950254549
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复小小葵师不懂球最简单的逻辑，如果你说的事情能实现，那它早就已经实现了，就跟ai绘画一样。而且当它实现的时候，连业内人都后知后觉。业内大佬，资方，在你想到的时候，他们早就付诸实践，并发现行不通了。我以一个985软件工程本科的身份，负责任的告诉你。如果你能从技术层面实现这件事，今年的图灵奖，诺贝尔奖得主都会是你，你将作为人类科技的划时代标志，被写在历史教科书上。这一点下班不夸张，因为这无异于计算机行业的可控核聚变技术笑哭;0.9998828446629033
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复俺好饿鸭给个思路，不知道可不可行，先用AI对一个人的生活进行记录，也可以是很多人一起记录，然后训练AI对这些人的生活和行动进行初步描述，其实就是充实数据库，如果可以，在进行逻辑上的设计，把创作简化成只是单纯的基于逻辑的码字，如果可以实现，哪怕仅是一片几百字的作品，虽然AI不能学习，但可以快速的充实数据库，这是人类无法相比的，完善逻辑，长篇小说也不是不可能。而且，只要AI能够进行粗略描述，完全可以通过监控，写一篇记录文，楚门的世界文字版，这样，人完全可以做文章的批阅人，改掉不通顺或事语义错误的用词，从而进一步完善数据库，让每一个词只有一个明确译解。当然，二极管的系统在我眼里是产生不了智慧的，他不能同时产生对错两种状态，或许量子计算机可以，但是通过设计进行文字编排还是可以的，虽然做不到有思想，但是水文还是可以的，而水文，很适合听小说。还有，AI绘画的原理是什么，可不可以对图片反向生成文字的描述;1.0
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复小小葵师不懂球首先你要清楚一点。Ai的本质是计算，并算出一个最优解，围棋也是存在最优解的，所以棋类运动最先被终结。问题是，小说是唯心的东西，不存在最优解。不存在最优解，就意味着无限种解法，计算量无限大，目前只有人类，能在这无限可能中拼凑出人类的艺术。至于Ai绘画的本质就是抄袭，收集同类作品排列组合。放到小说上，就成了孙悟空带着宋江去找贾宝玉火烧赤壁，而且还连这都不如。这玩意但凡有人看，作者们早下岗了笑哭;0.99999999999998
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复小小葵师不懂球诗云看过吧，刘慈欣的。要通过算法写一首媲美李白的诗，只能通过穷举法，把所有的汉字排列组合一遍，形成了数不清数量的诗，你想想这是什么单位的计算量。这还是几十个字的诗，换成几百万字的小说，计算量再次呈指数级暴涨，人类连统计这个计算量的单位我都没见过。能计算这个的计算机，恐怕耗费的能量能把宇宙整热寂了。;0.9999999998963425
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复小小葵师不懂球你说的文字描述动作，那不就流水账。如果要改，工作量比自己从头到尾写一篇还大，就跟建楼一样，在平地建楼总比在废墟上建楼简单，起码不用打扫垃圾。;-0.906136640453205
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复俺好饿鸭在我们人类的描写里，通常是对三维事物的描写，即使描写的是表面，也会有对体的描写，而AI的描写，总是平面的，二维的，不具有厚度，或许我们不应该用人类的语言来对AI进行要求，AI应该有属于自己的语言，二维的语言;0.9995094402311062
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复小小葵师不懂球那就让二维生物去看呗;-0.6472738488445686
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复俺好饿鸭哈哈哈，这话绝杀;-0.42366300533911794
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复小小葵师不懂球你说的问题根本就不是数学问题，你要是不懂这个话，你就拿你的问题去问大学老师，ai的问题就是能不能把写小说变成做数学题，答案是不可能;0.9273218073478084
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复灵卜一因为受众定位就是这些人，没啥文化，纯粹看个乐子解压，传统文学，在这里没市场的吃瓜;0.1514020180789366
都别杞人忧天，我软件工程毕业的，哪天ai发展到真能搞文学创作的地步，还是先担心担心智械危机吧。;回复黑冰科技录屏组长大学老师无所不能？没发生的事情在发生之前都是不可能的，你们连想都不敢想的人，还质疑别人的想法，真的，说你是纯还是纯呢。;0.9933051332630516
